parent_asin,title,description,features,main_category,store,average_rating,rating_number,price,date_first_available,image
B0BZKCTFQT,"15W Wireless Charger Fast Charging Pad Compatible with Samsung Galaxy S23 S22 S21 S20 Ultra 5G S10 S9 S8,Galaxy Buds,Note 20 10 9 8,Google Pixel 7 Pro 6 5 4 4XL,iPhone 14 13 12 11 Pro Max SE,AirPods","HUHUTa 15W Fast Wireless Charger Pad
Specification:
Input: DC 5V = 2A / 9V = 2A / 12V = 2A
Output: 5W / 7.5W / 10W / 15W
Size: 3.94*0.29 inch(D*H)
Notes:
1. Please choose a QC 2.0/3.0 adapter for fast charging(Adapter not included).
2. Do not support for iPhone 6 6s 7 Plus, Samsung A Series and Google Pixel A Series.
3. Wireless charger pad can work with Rubber/Plastic/TPU cases up to 5mm thickness. Metal cases or other foreign objects will interfere with charging.
Compatible Devices:
15W Fast Charge for Samsung/Google/LG
for Samsung Galaxy S23,S23+,S23 Ultra
for Samsung Galaxy S22,S22+,S22 Ultra
for Samsung Galaxy S21,S21+,S21 FE,S21 Ultra
for Samsung Galaxy S20,S20+,S20 FE,S20 Ultra
for Samsung Galaxy Note 20,Note 20+,Note 20 Ultra
for Samsung Galaxy Z Fold 4,Z Flip 4
for Google Pixel 7 Pro,7,6 Pro,6
for LG G7,G8,V30,V35,V40,V50
10W Fast Charge for Samsung
for Samsung Galaxy S10,S10e,S10+,S9,S9+,S8,S8+,S7,S7 edge,S6,S6 edge
for Samsung Galaxy Note 10,Note 10+,Note 9,Note 8,Note 7
for Samsung Galaxy Z Fold 3,Z Fold 2, Z Flip 3
for Google Pixel 5,5XL
7.5W Fast Charge for iPhone
for iPhone 14,14 Plus,14 Pro,14 Pro Max
for iPhone 13,13 Pro,13 Pro Max,13 Mini
for iPhone 12,12 Pro,12 Pro Max,12 Mini
for iPhone 11,11 Pro,11 Pro max,SE 3
for iPhone XS,XS Max,XR,X,8,8 Plus
5W Standard Charge Mode
for Google Pixel 4,4XL,3,3XL
for Samsung Galaxy S6,S6 Edge
for AirPods Pro,Galaxy Buds,All other wireless charger enabled phones
Portable to Carry
Ultra-slim, lightweight and convenient to carry in your handbag or pocket. A good companion for travel and business trip.
Best Gifts Ever
Send the charger pad as a Birthday, Father's day, Valentines day, anniversaries, Halloween, Thanksgiving, Christmas gift for your friends, father, mom, parents, kids.","[""⚡【Fast Charging Up to 15W】-15W Max super fast wireless charging, 30+ mins faster than the 10w max wireless charger on the market. 3 Charging modes available for different phones: 15W output for Samsung S23 S22 S21 S20 Note 20 series, Google Pixel 7/7 Pro/6/6 Pro; 10W output for Samsung S10 S10e S9 S8, Note 10/Note 9/Note 8, 7.5W for iPhone 14 13 12 11 XS XR 8 Series, and 5W for Pixel 4/3, AirPods or other wireless charger enabled phones.(Note: QC2.0/3.0 adapter is needed for fast charge but not included.)"", ""📱【Wide Compatibility Charger】- Wireless Charging Pad compatible for all wireless charge enabled devices such as Samsung Galaxy S23 S22 S21 S20 FE S10 S9 S8 series, Note 20 10 9 8 series; iPhone 14 13 12 11 Pro/Mini/Plus/Pro Max, SE 2022, XS XR X 8 Plus, AirPods, Google Pixel 7 6 5 4 3 XL series; LG V50 ThinQ/V50/V40/V35/V30,G7/G8; Wireless earbuds and more wireless charging enabled devices. Those not have wireless charging capability are not supported.(Do not support for Samsung A & Google A series)"", ""🌼【Charging Without Removing Case】- Wireless Charger Station is case friendly so you don't need to remove the phone case while charging. NOTE: Place your phones inductive area right in the centre of the charger pad to avoid charging failure. It can charge directly through most protective phone cases up to 5 mm thick. Magnetic and metal attachments or cards will prevent charging. Soft LED indicator helps you know charging status, gives a sweet sleep all night!"", ""🍀【Certified & Superior Safety】- With CE/FCC standard smart chip,independent copper coil, 15W Wireless Charger Non Slip Pad has foreign object detection, radiation shielding, protects your devices from Over current, Over-heating, High-voltage and Short Circuit.(Note: Put the phone down properly, the light on and will turn off after 16 seconds, It blinks only if the phone is not right positioned or compatible.)"", ""🌹【What You Get】- 1*15W Wireless Charging Pad + 1*3.3ft USB Type C Cable, We guarantee 1-year warranty & 24*7 friendly customer support ensures your pleasing shopping experience. If you meet any problem with this fast wireless charger, please feel free to contact us.""]",,HUHUTa,4.0,14.0,13.99,2023-03-03 00:00:00,https://m.media-amazon.com/images/I/619NjIq2Z+L._AC_SL1500_.jpg
B0C2KL8R3C,"Wireless Bluetooth Headphone, Painless Wearing Headset with Mic for Cell Phone, Non Ear Plug Non Bone Conduction Ear Hook Earbuds, Lightweight, Waterproof Earpiece for Business/Office/Sports (Black)","Let'
s take a look at why they choose our Bluetooth headset.
Usual in-ear headphones:
①There will be pain after a long time in the ear.
②Traditional in-ear earphones cut off outside sound, which is very dangerous if you are driving or exercising outdoors.
③Traditional Bluetooth headsets have small electric capacity, are frequently charged, and are inconvenient to use.
Our bone conduction bluetooth headset:
①We have achieved no ears, no ear damage. You can enjoy good sound quality even if it is not in your ears.
②The earplugless design makes it easy to understand the surrounding environment, making you safer when driving or outdoor sports.
③140mAh large capacity lithium battery life.
Willful listening to songs and willful conversations.
Feature:
*Extremely thin
* Only 9.5 grams of weight, maximum battery life and quality are guaranteed.
*Large battery capacity* 140mAh battery capacity, standby time up to 120 hours, continuous pl
ayback time up to 6 hours. Dare to receive the “baptism” of sweat and waterIPX5 waterproof structure, no fear of the impact of sweat.
How to Use:Answer the call:
①Click the multi-function button to answer the call.
②Long press the multi-function but
ton for two seconds to reject the call. Listening to music:
① Click the multi-function button to play and pause the music.
② Press plus or minus to adjust the volume.
Package Includes:
2 x Headphone
1 x Charging Cable
1 x Manual","[""Not in Ear, Bone Conduction: This Bluetooth headset abandons the traditional earphone design, and has a binaural induction non-earplug hanging ear design, saying goodbye to the swelling caused by earplugs. Non-in-ear design, earphones that fit the contours of your ears, so that you will not feel pain when wearing them for a long time."", ""Upgrade Bluetooth 5.0: Bluetooth 5.0 transmission is more stable, the delay is lower, and the maximum distance can reach 15 meters (49 feet). Compatible with Android/IOS iPhone. Suitable for business/office/sports occasions."", ""Long Battery Life and Obvious Noise Reduction: 140mAh large battery capacity, strong battery life, allowing you to talk and listen to music without restriction. Through active noise reduction chip processing, effectively remove noise, ask you to provide high-quality sound effects."", ""Portable and Easy to Operate: Our wireless bluetooth headset has a small body and light weight. Turn on Bluetooth automatic connection. With clear buttons, it is easy to realize the functions of making and receiving calls and volume adjustment."", ""Waterproof and Sweatproof, Lightweight Sports Earphones: Our wireless bluetooth earphones are made of high-quality waterproof materials and are not afraid of sweat and rain. It perfectly fits the contours of human ears and is not easy to fall off. The lightweight material allows you to wear it comfortably and will not oppress your ears.""]",,Candykisscase,2.9,11.0,22.83,2023-04-15 00:00:00,https://m.media-amazon.com/images/I/51YT-ZxyS8L._AC_SL1038_.jpg
B0BZQC7GCL,"KOJACMUR 3 in 1 Magnetic Wireless Charger, Charge for Fitbit Sense 2/Sense/Versa 3/Versa 4, Charger Stand Wireless Charging Station for iPhone 14 13 12 Pro/Max/Mini,AirPods Pro/3/2 (Black)","KOJACMUR Magnetic Wireless Charger 3 in 1, 15W Fast Mag-Safe Charger Stand Wireless Charging Station for iPhone 14 13 12 Pro/Max/Mini,AirPods Pro/3/2, Charger for Fitbit Sense 2/sense/Fitbit Versa 3/versa 4
Connection: Type-C port Input power: 5V/3A, 9V/2A, 12V/1.5A charger: iPhone 15W; smartwatch 5W; fitbit sense/sense 2/Versa 3/versa 4 5W; Earbuds 5W Power Adapter: QC3.0 (18W)（with QC 3.0 adapter） Features: 1. User-friendly design: A dual-coil design for Q I- enabled phones creates a wider charging area and lets you charge your phone in any orientation while removing the hassle of trying to find the charging""sweet spot"" 2. Strong enough to charge through 98% of phone cases (excluding cases thicker than 5mm, cases with metallic attachments or cases carrying CRedit cards). 3. Charger dock has a compact design which is saving space. charger dock equipped with a dual charging coil and ergonomic 65° angle which make your phone easy to use in a vertical or horizontal state, enjoy watching movies. 4. The indicator light on the mat will not interfere with your sleep. Compatible Phone Models: For iPhone 14/13, iPhone 14/13 Pro, iPhone14/ 13 Pro Max, iPhone14 plus,iPhone 13 mini For iPhone 12, iPhone 12 Pro, iPhone 12 Pro Max, iPhone 12 mini Compatible Smart Watch Models: For Fitbit Sense/Fitbit sense 2 / Fitbit Versa 3/Fitbit versa 4  Compatible TWS Bluetooth Earbuds Models: For AirPods2(Wireless charging version), AirPods3, AirPods Pro The package includes 1 × 3 in 1 Charging Station for Fitbit Sense and Fitbit Versa 1 × QC 3.0 Adapter (18W) 1 × USB Type C Charging Cable 1 × User Manual","[""【Designed for Simplify life】- This magnetic charger for iphone leaps into wireless epoch along with you, it's time to get rid of those messy cables! This mag safe chager can quickly charge your iPhone, iWatch and Airpods — all at the same time. This 3 in 1 charging station for apple has a usb port, even non-qi certified mobile phones can be charged."", ""【Snap and Go】- This Wireless charging station through powerful magnetic connection and easy alignment, The charger station can charge your iPhone 12/13/14 series more efficiently for an uninterrupted charging experience. Non-slip design, strong magnetic force can securely props up your phone and prevent it from falling. The Charger station can Charge vertically or horizontally, you can watch movie, video chat and keep tabs on messages."", ""【Designed for iPhone14/13/12 Serie】- The 3 in 1 mag-safe wireless charging station compatible with iPhone 14/14 pro/14 plus/14 pro max/13/13 pro/13 pro max/13 mini, iPhone 12/12 pro/12 pro max/12 mini (the wireless charging pad can charge iPhone 11- iPhone 8 models, only compatible with MagSafe phone cases, or phone case less than 5mm),charge for fitbit versa 3/4,fitbit sense/sense 2 , Airpods 2/Pro."", ""【Unprecedented High-Tech】- The mag charger stand has security protection function. The built-in smart chip can provide over-temperature protection, over-power protection, short-circuit protection, Mag-Safe protection and foreign object detection functions, which can provide you with a variety of protection technologies. Protect your device battery from overcharging damage, charging faster and safer."", ""Perfect Viewing - Comfortably browse webs, chat online, or watch videos in either portrait or landscape orientation, while powering up multiple devices""]",All Electronics,KOJACMUR,3.9,28.0,29.98,2023-03-27 00:00:00,https://m.media-amazon.com/images/I/61aNxm3-yHL._AC_SL1500_.jpg
B0BZD7DJSH,"RUMILK Invisible Sleep Wireless Earphone Ipx5 Waterproof, 2023 New Sleep Earbuds Invisible, Double Noise Cancelling, Touch Control, Sense-Free to Wear, with Wireless Charging Case (Black)","📍Product Specifications
Bluetooth Version: 5.3
Transmission Distance: about 15M
Standby time：480 hours
Charging Time: 1 hours
Play Time with Charging Case: 24 hours
Support system: all devices and mobile phones that support Bluetooth
🎁Package Includes
1 x Invisible Sleep Wireless Earphone Ipx5 Waterproof
❗Notes
Due to manual measurements, please allow slight measurement deviations.
Due to the different display and lighting effects, the actual color of the item may be slightly different from the color displayed in the picture.","[""【2023 New Invisible Sleep Wireless Earphone】- Excellent physical noise cancelling combined with acoustic noise cancelling technology, you can enjoy a quiet sleep time with sleeping earbuds.Invisible earbuds are designed according to the shape of the ear, very mini design style, are very light, fit the ear hook securely, are suitable for long-term wear"", ""【24H LONG BATTERY LIFE & FAST CHARGING】- The charging time is 1h, and it can play continuously for 24h with the charging box, and the ultra-long battery life is 480h, and the micro-fast charge. Built-in microphone, no need to take out your phone, just touch your finger, you can easily switch to pause music, answer calls, reject calls or track music. Everything is getting easier and"", ""【Premium Sound Quality & Safety Guarantee】- This sleeping earbus bring you high-quality audio enjoyment. Whale cavity stereo surround sound, immersive music enjoyment. The perfect sleep companion. If you encounter any problem in use, please feel free to contact us, we will solve it for you within 25 hours."", ""【Simple Touch Operation】- This hidden earbud for work is very easy to use. With a built-in microphone, you can easily switch between pausing music, answering calls, rejecting calls, or tracking music with the touch of a finger without taking out your phone. All things become easier and easier."", ""【Bluetooth 5.3 and Fast Connection】- High-quality 5.3 Bluetooth chipset invisible bluetooth earbuds provides high-speed and stable connection, stronger signal, faster connection speed, compatible with almost all Bluetooth-enabled devices, up to 15 meters away. Simple and fast connection, enter the music world within 2 seconds""]",All Electronics,RUMILK,3.8,10.0,10.77,2023-03-23 00:00:00,https://m.media-amazon.com/images/I/71ACfAt7-HL._AC_SL1500_.jpg
B0CCRGMCYV,"Charging Station for Samsung Multiple Devices, 3 in 1 Fast Wireless Charging Stand Dock for Android Phone Samsung Galaxy Z Flip 4/3 Z Fold S22 S20 Ultra, Galaxy Watch 5/4/3, Buds-(25W Charger Adapter)","iPhone Charger Fast Charging, Apple Charger for iPhone 14/13/12/11 - White Style01","[""【3-in-1 Charging Station】: The deloni 3-in-1 Wireless Charging Station offers a smart way to charge your phone, Galaxy watch, and wireless earphones devices simultaneously with one charger plus one cable, corresponding to a precise slot design that saves time and space. 2.7*3.5 inch base with its compact design takes up less space and not only simplifies your living space, but also lets you say goodbye to tangled and messy cords."", ""【Charging Friendly Dock for Phones with Cases】: The 3 IN 1 wireless charger station is specially designed for charging with phone cases and is suitable for different thicknesses of phone cases, without the need to remove the case before charging."", ""【Safe and Fast Low Temperature Charging】: Our phone charger wireless charging station base offers temperature control, overvoltage protection and intelligent protection technology to ensure safe and fast charging of your device. The charging port is designed not to make your device hot during charging. 25W PD charger with FCC and UL approval, overcharge protection and short circuit protection and foreign object detection."", ""【Widely compatible】: 3 in 1 wireless phone charging station for multiple devices, With built-in Type-C charger interfaces, compatible with Samsung Galaxy S23 Ultra/S23/S22/S22 +/S21/S20/S20 FE/S20 Ultra, Note 20/Note 10/Note 9, Z Flip 4/3/2/1, Z Fold4/3/2, For Watch: Galaxy Watch 5 Pro/5/4 Classic/Galaxy Watch 4/3/Active 2; For Earbuds: AirPods 3/2/Pro, Buds/Buds+/Pro/Live/2. (Attention ：Not compatible with samsung galaxy watch 46mm/42mm, galaxy gear S3,S2,S)"", ""【Package Included】: 3 in 1 Apple Wireless Charging Station*1 + 25W Fast Charger Adapter, 1*Type-C Cable 3FT. any problem, please contact us through Amazon, we will give you a satisfactory solution within 24 hours.""]",Cell Phones & Accessories,deloni,3.8,12.0,19.99,2023-04-22 00:00:00,https://m.media-amazon.com/images/I/61npbVEc8kL._AC_SL1500_.jpg
B0C7L4JGTJ,"15W Wireless Charging Pad for iPhone 15 Pro Max 15 Pro 14 13 12 11 8,Google Pixel 8 Pro 8 7a 7 Pro 6,Fast Wireless Charger Station for Samsung S23 Ultra S23 S22 S21 S20 S10 S9 S8 S7,Z Fold 5,Z Flip 5","Hand-free Charging
✔️Just locate your phone on the wireless charger for charging, no need to plug and unplug.
Specifications:
Input: DC 5V-2A,9V-2A,12V-2A Output: 2.5W/5W/7W/10W/15W Size: 3.93*0.47 inch (AC Adapter NOT included)
Customer Questions & Answers:
Q1:
Will these work with iPhone 14 Pro Max?
A1:
Yes. Our fast wireless charger is compatible with all Qi-enabled phones, including iPhone 14 Pro Max, iPhone 14 Pro, iPhone 14, iPhone 14 Plus.
Q2:
Will it charge my new Galaxy s23?
A2:
Yes. Our wireless charging pad works great with Samsung Galaxy S23, S23+, S23 Ultra.
Q3:
What type of adapter do i need for the wireless charger?
A3:
Standard USB adapter which can reach to 15W output is highly recommended.
Wireless Charging Pad Compatible Models:
15W Fast Charging Mode: QC2.0/QC3.0 adapter recommended
Samsung Galaxy S23 S23+ S23 Ultra, S22 S22+ S22 Ultra, S21 S21+ S21 FE,S21 Ultra Samsung Galaxy S20 S20 FE S20+ S20 Ultra, Note 20 Google Pixel 8 Pro, 8, 7a, 7 Pro, 7, 6, 6 Pro LG G9 G8X G8 G7 V30 V35 V40 V50
10W Fast Charging Mode: QC2.0/QC3.0 adapter recommended
Samsung Galaxy S10 S10e S10+ S9 S9+ S8 S8+ S7, S7 edge S6, S6 edge Samsung Galaxy Note 10,Note 10+,Note 9,Note 8,Note 7 Google Pixel 5
7.5W Charging Mode: QC2.0/QC3.0 adapter recommended
iPhone 15 / 15 Pro/ 15 Pro Max/ 15 Plus iPhone 14 / 14 Pro/ 14 Pro Max/ 14 Plus iPhone 13 / 13 Pro/ 13 Pro Max/ 13 Mini iPhone 12 / 12 Pro/ 12 Pro Max/ 12 Mini iPhone 11 / 11 Pro/ 11 Pro Max iPhone X XS XR XS MAX iPhone SE, 8/ 8 Plus
5W Standard Charging Mode: 5 V,2A Adapter recommended
Google Pixel 3,3 XL,4,4 XL AirPods 2, AirPods 3, AirPods Pro Samsung Galaxy Buds/Buds+, Google Pixel Buds All other Qi wireless-charging enabled devices","[""【5 Charging Modes Wireless Charger】15W charging mode for Samsung S23 S22 S21 S20 series, Google Pixel 8 Pro 8 7a series, 10W for Samsung S10 S9 S8 Note 20, 7.5W compatible with iPhone 15 pro max 14 13 12 SE 11 XS XR X 8, 5W for other wireless charging enabled devices and wireless earbuds (including AirPods, Galaxy Buds and Pixel Buds), 2.5W for all Qi devices. Note: Adapter Not included, QC 2.0 & QC3.0 adapters are suggested."", ""【Universal Compatibility】Fast Wireless Charging Pad compatible with iPhone 14/14 Pro/14 Pro Max/14 Plus, mag safe charger for iPhone 15/15 Pro/15 Pro Max/15 Plus, iPhone 14/14 Pro/14 Pro Max/14 Plus, iPhone 13/13 Pro/13 Pro Max/13 Mini, iPhone 12/12 Pro/12 Pro Max, SE 11 Xs Max Xs XR X 8, iPad; Samsung Galaxy S23 S23+ S23 Ultra S22 S22+ S21 FE S20 S10e S10 S9 S8, Note 20 10 9 8 7; Google Pixel 8 Pro 8 7a 7 Pro 7 6 Pro 6 5 XL/5/4 XL/4/3 XL/3; LG G8X G8 G7 V50 V40; OnePlus 9 Pro 9 8 7 6T 6;and other Qi-enabled devices."", ""【Sleep-friendly Design】Please choose a QC 2.0 / QC3.0 adapter or a 9V/2A fast charging adapter (Not included) and connect power with the original cable. The Green LED indicator will light up for 5s when power is on. Put your devices in the center of the wireless charging station to make sure charging effectively. When your phone is fully charged, the LED light will light up for 16s then turn off automatically to keep the whole charging process sleep-friendly."", ""【Safer & Durable】Wireless charging pad built-in smart IC chip supports multiple charging protocols to protect against short-circuit, excessive current, overcharging and over-heating. Qi wireless charger made of fire-proof ABS material is perfect for heat dissipation, drop protection, corrosion and scratch resistance."", ""【Easier to Use】Wireless Charging Mat adopted inductive charging technology is suitable for protective cases up to 6mm/0.23inch thickness. (magnetic case, metal case, and cases with magnetic, metal, cards or grips attachments are NOT supported)."", ""【What you get】2 x Wireless charger, 2 x 3ft USB Type C Cable, 1 x User Manual (adapter not included). Lifetime Refund or Replacement & Care Free Service. Please do not hesitate to contact us if any further information required, we are ready here for you."", ""【Note:】Please kindly note that this pixel 7 wireless charger and samsung wireless charger does NOT support iPhone 6 6s 7 Plus, Samsung A Series likes A13 5G, Google A Series likes Pixel 6a.""]",All Electronics,VIFIGEN,3.0,6.0,22.29,2023-02-22 00:00:00,https://m.media-amazon.com/images/I/61xjEe2Om1L._AC_SL1500_.jpg
B0BM3V961R,NUU B20 5G + Earbuds A Bundle | Unlocked | 2023 | US Warranty | 6.5” FHD+ Display | 48MP Triple Camera | 128GB + 8GB RAM | 5000mAh Battery | 18W Fast Charge | Active Noise Cancelling |,NUU B20 5G Blue + Earbudle Bundle,"[""Product 1: Unlocked and ready to use: 5G Compatible with T-Mobile, AT&T, Metro PCS, and its MVNO networks. Sim card not included. Please check with your carrier directly for more information on their Bring Your Own Device program compatibility. (Not compatible with Verizon, or with CDMA Networks like Sprint and Boost Mobile)"", ""Product 1: Big immersive display: Premium Full HD+ Display with fast 90Hz refresh rate that will allow you to enjoy all gaming and video experiences in the brilliant and vivid display without any cut blur in animations and scrolling."", ""Product 1: High performance and powerful memory: A octa-core MediaTek processor, 8GB of RAM and 128GB of storage offer fast, powerful performance for seamless multitasking and gaming in B20 5G. Storage is expandable up to 512GB by inserting a microSD card (microSD card not included)."", ""Product 2: ANC Noise Reduction: NUU Buds A Feedforward Active Noise Cancellation technology is built with 10"", ""Product 2: ENC Voice call: NUU Buds A include Enhanced ENC technology, using dual mic per earbuds to pick up your voice call, eliminate disruptive environmental noise. Talk to your friends and family with a crystal clear voice everywhere.""]",,NUU,3.7,13.0,,2023-09-12 00:00:00,https://m.media-amazon.com/images/I/61sE1vXtieL._AC_SL1200_.jpg
B0BRQMCBW7,"Wireless Charging Station Stand 3 in 1 for Multiple Devices Apple Wireless Charger with Clock Compatible with iPhone 14/13/12/11, for Apple Watch Ultra/Series 8/7/6/5, Air Pods Pro 2/3/Pro (White)","Specifications
Color: Black/White Input: 5V3A, 9V2A Mobile Phone Wireless Charging Power:15W , 10W , 7.5W,5W For Apple Watch Output Power:3W For Airpods Output Power:5W  Buy with Confidence:You'll get 1 x Charger, 1 x cable, 1 x Manual, 1 x QC3.0 adater.","[""【3 in 1 wireless charging station】3 in 1 charging station for multiple devices can wirelessly charge for apple iphone phones, and other phones which suppurt QI wireless chargeing ,earbuds with wireless charging case, iWatch (Not for any other watch models) at the same time. Saving you from facing the tangled cords and multiple plugs, making your desk clean and tidy."", ""【Alarm & Clock】the wireless charger for Apple is integrated with clock and alarm function , and the digital clock can be set to a 12-hour or 24-hour time display format. This wireless charging stand is also a great alarm clock to place on your nightstand."", ""【Widely Compatibility】Wireless charging stand dock is compatible with apple iPhone 14 Pro Max/14 Pro/14 Plus/14/13 Pro Max/13 Pro/13/13 mini/SE 3/12 Pro Max/12 Pro/12 mini/12/11 Pro Max/11 Pro/11/SE 2, Samsung Galaxy S22 Ultra/S22/S21/S20/Z Fold 4/3/Z Flip 4/3, and earbuds with wireless charging case including AirPods Pro 2/3/Pro/2, Galaxy Buds 2 Pro/2/Pro, etc. Watch charger is only for Apple Watch Ultra/SE, Series 8/7/6/5/4/3/2/1.(NOTE: NOT FOR SAMSUNG WATCH OR Other Brand Watch!)"", ""【Foldable & Portable Design】Not only a iphone charging station，but also a phone holder ! This wireless charging staion with 0-70°adjustable charging bracket for comfortable vertical or horizontal viewing angle, providing more comfortable viewing for you while watching movies.Designed with a simple foldable, the wireless charger saves space and be placed in a pocket easily. Perfect for living room, bedroom, kitchen, office, library, travel and other occasions."", ""【Package inclued 】You will get 1x 3 in 1 wireless charging station,1 × QC 3.0 fast charging Adapter, 1 x USB cable ,1 x user manual .If you have any problems about the product, please feel free to contact us, we will reply within 24 hours.""]",,SZHAIYU,3.3,3.0,32.99,2023-01-05 00:00:00,https://m.media-amazon.com/images/I/51ZE1zsuwHL._AC_SL1001_.jpg
B0CKQHKLJC,"2Pack 15w Phone Wireless Charging Pad for Google Pixel 7 pro 7a 7 6 pro 6, QI Wireless Charger Station Cargador Inalambrico for Android Samsung Galaxy S23 + S22 Ultra Apple iPhone 15 14 pro max 13 12","Package Include:
2* 3Ft Braided USB-A to USB-C Cable 2* Wireless Charging Pad
Note:
USB A Adapter is not included
Featuring:
--- 15 Watts Max oultput --- Through case charging --- Light indicator --- Non-slip Design --- safe charging --- Black color --- 2Pack --- Work for apple iPhone/Airpods, google pixel, Samsung galaxy, one plus, earbuds, any Qi-enabled cell phones","[""【Cable-Free Convenience】By simply placing your device on the charging pad, you can initiate the charging process without the hassle of plugging and unplugging cables. It offers a clutter-free charging experience and eliminates the risk of cable damage. This cordless Android pad keeps your desktop organized and free from plugs and cables."", ""【Qi-enabled Wireless Charger】 - wireless charging pad compatible with all Qi-enabled phones, including Google Pixel Fold 7 Pro 7a 7 6 Pro 6 5 4 XL 3 2 XL, iPhone 15/14 Pro Max/14 Plus/13/12/11/SE/X/XR/8 Plus, and Samsung Galaxy S23 Ultra/S22 Ultra/S21/S20 series, Z Fold4, Z Flip4, and more smartphones, smartwatches, and wireless earbuds. [Note: Not for iPhone 6/6s/7 Plus, Samsung A-Series like A13/A03s/A53, or Google A-Series like 6a/5a/4a, which require a wireless charging receiver.]"", ""【Efficient Charging Speed】With a power output of 15 watts, this wireless charger offers a faster charging speed compared to lower wattage options. It can deliver a substantial amount of power to your device, resulting in quicker charging times. Fast charging with 15W output for Samsung Galaxy S23/S22/S21/S20 series, Google Pixel 7/7 Pro/6/6 Pro, and 10W output for Samsung Galaxy/OnePlus phones. 7.5W charging mode works for iPhone 15-8 series, and 5W charging mode works on any Qi-enabled device."", ""【Safety Features】Wireless chargers are built with various safety features to ensure the protection of your device and prevent potential hazards. These features can include over-current protection, over-voltage protection, temperature control, and foreign object detection. They help safeguard your device against excessive heat, voltage fluctuations, and other potential risks."", ""【Portability】Wireless chargers are often compact and lightweight, making them highly portable. You can easily carry them in your bag or pocket, allowing you to charge your devices on the go. [The package includes 2*USB-A to USB-C cordS, and 2* 15W Wireless Charging Pad. 1-year warranty with free replacements for worry-free returns and refunds, no questions asked.]""]",All Electronics,Bordsek,4.7,26.0,21.99,2023-07-04 00:00:00,https://m.media-amazon.com/images/I/61XB61fK6-L._AC_SL1500_.jpg
B0CKSBXWRV,"Wireless Earbuds, Bluetooth 5.3 Headphones Hi-Fi Stereo Bluetooth Earbuds Half in-Ear True Wireless Earbuds with Buit-in Mic Headset with,for Work 3","♬ Minimal, more convenient to use.
The Y10 Mini Wireless Headphone is smaller than other headphone brands and ergonomically designed for long-lasting, pain-free use. The best option for work, travel and sports.
♬ Use smartly and stably.
Our wireless headphones use the latest Bluetooth V5.0 EDR and TWS technology for stronger signals, faster pairing, and more stable transmission.
Supports automatic power on / off, automatic pairing, automatic charging and other functions. They are very clear.
♬ Mini size, comfortable to wear.
Compared to other brands of headphones, our wireless headphones are smaller, more comfortable, more ergonomic and can be used for a long time without pain.
Stereo speaker and music playing are the best choice for car driving and sports.
♬ Portable magnetic charging box.
You can play 3-5 hours with it. Use daily music anytime, anywhere.
♬ Technical description:
Model: TWS-Y10
Bluetooth version: V5.0 EDR.
Operating distance: less than 15 meters.
Music play time / talk time: 4-5 hours.
Standby time: 100 hours.
Battery capacity: 55 mAh.
Charging box battery capacity: 450 mAh
Charging time: 1 to 2 hours.
Supported: HFP, A2DP, HSP, AVRCP.
♬ Products included:
1 * a pair of bluetooth headphones
1 * charging box
1 * charging cable
1 * user manual","[""【Top Bluetooth 5.3 & One-step Paring】Latest Bluetooth 5.3 Technology provide stable, faster connections to your devices and ensures wide compatibility, low latency and can connect it with 2 devices simultaneously. This Bluetooth Wireless Headphones will power on and pair with each other automatically once taken out from the Charging case, have low power consumption and provide crisp, high-quality sound without interruption."", ""【One-Click Manipulation and Comforable Wearing】 After connected, you can control your music and accept or reject calls with just one button, really wireless. With ergonomic design, own incredible comfort and seamless sound that sits effortlessly in your ears. Let you immerse yourself in the music."", ""【24 Hours Playtime】 Enjoy 4-5 hours of non-stop listening on one single (1-hour) charge, and a total of 24 hours when using the charging case provided. Our USB-C charging port also provides easy and fast charging."", ""【IPX5 Waterproof & Sweatproof】Made of advanced waterproof materials and design, after professional testing, the waterproof level of the Sports Bluetooth Earphones has reached IPX5, you never need to worry about the damages of rain and sweat when you are doing sports, such as jogging, running, yoga, sports, gym, cycling etc. (Not for Swimming)"", ""【Dual Microphone & Full Wireless Function】 The dual microphone design really means that two headphones can work independently (including phone calls). The best feature of wireless stereo is wireless, helping people not to worry about the headphone wires. The stable Bluetooth signal ensures uninterrupted reception above 33 feet.""]",,Ztot0p,4.5,178.0,66.59,2023-09-14 00:00:00,https://m.media-amazon.com/images/I/51obDSXTWpL._AC_.jpg
